gender;spkid;vowel;f0;F1;F2;F3
W;34;AA;188.;830.;1200.;2880.
W;34;AO;207.;570.;830.;3300.
W;34;AO;200.;700.;1000.;3130.
W;34;UH;240.;410.;940.;3040.
W;34;UH;225.;450.;970.;3190.
W;34;UW;238.;480.;955.;2960.
W;34;UW;208.;395.;810.;2900.
W;34;ER;200.;500.;1850.;2100.
W;34;ER;200.;560.;1750.;2100.
W;35;IY;225.;270.;2760.;3550.
W;35;IY;240.;290.;2700.;3350.
W;35;IH;245.;460.;2500.;3220.
W;35;IH;220.;410.;2400.;3240.
W;35;EH;220.;620.;2300.;3200.
W;35;EH;210.;630.;2300.;3170.
W;35;AE;220.;820.;2180.;2850.
W;35;AE;195.;740.;2120.;3070.
W;35;AH;240.;800.;1300.;2900.
W;35;AH;225.;760.;1400.;2830.
W;35;AA;214.;850.;1120.;2620.
W;35;AA;190.;880.;1220.;2850.
W;35;AO;228.;460.;900.;2830.
W;35;AO;222.;440.;880.;2850.
W;35;UH;250.;500.;1040.;2750.
W;35;UH;245.;490.;1000.;2720.
W;35;UW;250.;400.;940.;2720.
W;35;UW;245.;410.;860.;2700.
W;35;ER;225.;440.;1560.;1750.
W;35;ER;210.;420.;1600.;1750.
W;36;IY;210.;290.;2700.;3020.
W;36;IY;215.;280.;2630.;3240.
W;36;IH;211.;420.;2300.;2950.
W;36;IH;211.;420.;2220.;2980.
W;36;EH;207.;640.;2120.;2900.
W;36;EH;221.;700.;2000.;2900.
W;36;AE;212.;1000.;1830.;2820.
W;36;AE;204.;980.;1800.;2820.
W;36;AH;205.;780.;1410.;2720.
W;36;AH;208.;710.;1450.;2750.
W;36;AA;205.;950.;1280.;2600.
W;36;AA;210.;870.;1260.;2740.
W;36;AO;203.;610.;900.;2710.
W;36;AO;210.;630.;840.;2700.
W;36;UH;211.;440.;1050.;2780.
W;36;UH;210.;420.;1050.;2740.
W;36;UW;222.;380.;860.;2500.
W;36;UW;208.;330.;750.;2740.
W;36;ER;208.;580.;1450.;1720.
W;36;ER;212.;540.;1560.;1900.
W;37;IY;210.;294.;2800.;3100.
W;37;IY;222.;270.;2880.;3160.
W;37;IH;202.;420.;2430.;3030.
W;37;IH;212.;420.;2370.;2930.
W;37;EH;200.;580.;2180.;2770.
W;37;EH;217.;540.;2160.;2770.
W;37;AE;200.;820.;1970.;2620.
W;37;AE;210.;840.;2000.;2700.
W;37;AH;208.;690.;1200.;2900.
W;37;AH;201.;666.;1206.;2900.
W;37;AA;200.;800.;1200.;2920.
W;37;AA;190.;760.;1140.;2850.
W;37;AO;200.;560.;760.;2800.
W;37;AO;207.;560.;770.;3000.
W;37;UH;215.;430.;1075.;2580.
W;37;UH;213.;430.;1000.;2700.
W;37;UW;220.;330.;840.;2550.
W;37;UW;213.;280.;850.;2500.
W;37;ER;205.;430.;1800.;1930.
W;37;ER;200.;420.;1740.;1960.
W;38;IY;175.;350.;2800.;3160.
W;38;IY;187.;338.;2870.;3300.
W;38;IH;200.;400.;2540.;3200.
W;38;IH;210.;420.;2680.;3000.
W;38;EH;180.;518.;2470.;3200.
W;38;EH;200.;600.;2400.;3150.
W;38;AE;171.;773.;2000.;2870.
W;38;AE;175.;875.;2100.;2970.
W;38;AH;183.;733.;1468.;2700.
W;38;AH;200.;740.;1280.;2900.
W;38;AA;178.;730.;1210.;2740.
W;38;AA;175.;735.;1220.;2850.
W;38;AO;160.;560.;960.;2850.
W;38;AO;192.;536.;850.;2850.
W;38;UH;212.;424.;1040.;2780.
W;38;UH;200.;520.;1060.;2670.
W;38;UW;190.;380.;770.;2900.
W;38;UW;187.;340.;750.;2780.
W;38;ER;177.;490.;2120.;2480.
W;38;ER;197.;493.;1930.;2300.
W;39;IY;250.;325.;2700.;3100.
W;39;IY;225.;310.;2750.;3225.
W;39;IH;214.;350.;2580.;3000.
W;39;IH;267.;390.;2700.;3200.
W;39;EH;233.;560.;2330.;2800.
W;39;EH;200.;520.;2500.;3000.
W;39;AE;171.;806.;1970.;2600.
W;39;AE;150.;825.;1860.;2550.
W;39;AH;186.;708.;1485.;2760.
W;39;AH;188.;676.;1500.;2590.
W;39;AA;200.;800.;1200.;2800.
W;39;AA;205.;714.;1154.;2850.
W;39;AO;267.;530.;800.;2780.
W;39;AO;180.;485.;810.;2750.
W;39;UH;214.;450.;1460.;2550.
W;39;UH;233.;467.;1400.;2450.
W;39;UW;225.;450.;1080.;2350.
W;39;UW;200.;400.;1000.;2400.
W;39;ER;193.;524.;1700.;2130.
W;39;ER;180.;507.;1800.;2380.
W;40;IY;200.;300.;3100.;3400.
W;40;IY;216.;300.;3100.;3500.
W;40;IH;214.;428.;2570.;3000.
W;40;IH;220.;440.;2640.;3080.
W;40;EH;210.;528.;2540.;3170.
W;40;EH;210.;504.;2520.;3200.
W;40;AE;187.;940.;2250.;2760.
W;40;AE;200.;820.;2200.;2920.
W;40;AH;204.;816.;1450.;2700.
W;40;AH;214.;858.;1500.;2700.
W;40;AA;200.;960.;1280.;3000.
W;40;AA;180.;1040.;1300.;3000.
W;40;AO;220.;520.;880.;2500.
W;40;AO;217.;574.;890.;2510.
W;40;UH;233.;466.;1330.;2750.
W;40;UH;233.;466.;1165.;2800.
W;40;UW;180.;300.;850.;2800.
W;40;UW;175.;350.;840.;2750.
W;40;ER;216.;432.;1790.;2060.
W;40;ER;219.;360.;1900.;2320.
W;41;IY;225.;337.;2700.;3300.
W;41;IY;233.;340.;2720.;3200.
W;41;IH;237.;474.;2370.;3095.
W;41;IH;237.;475.;2400.;3090.
W;41;EH;229.;526.;2360.;3090.
W;41;EH;233.;580.;2360.;3150.
W;41;AE;230.;690.;2185.;2990.
W;41;AE;220.;660.;2200.;3020.
W;41;AH;225.;675.;1551.;2923.
W;41;AH;233.;690.;1630.;2900.
W;41;AA;222.;845.;1334.;2890.
W;41;AA;233.;888.;1290.;2800.
W;41;AO;225.;631.;923.;2250.
W;41;AO;233.;543.;980.;2300.
W;41;UH;233.;537.;1360.;2920.
W;41;UH;240.;480.;1345.;2680.
W;41;UW;235.;400.;1180.;2760.
W;41;UW;233.;396.;1120.;2560.
W;41;ER;225.;450.;1640.;2250.
W;41;ER;233.;489.;1630.;2090.
W;42;IY;225.;225.;2760.;3900.
W;42;IY;230.;230.;2850.;3800.
W;42;IH;238.;429.;2560.;3200.
W;42;IH;230.;430.;2575.;3100.
W;42;EH;214.;579.;2570.;3300.
W;42;EH;214.;536.;2570.;3100.
W;42;AE;205.;823.;2220.;2870.
W;42;AE;200.;800.;2100.;2900.
W;42;AH;250.;750.;1500.;2750.
W;42;AH;217.;738.;1300.;2820.
W;42;AA;200.;840.;1300.;3100.
W;42;AA;206.;990.;1340.;3100.
W;42;AO;214.;579.;856.;2790.
W;42;AO;205.;545.;905.;2750.
W;42;UH;233.;490.;1220.;2610.
W;42;UH;250.;513.;1500.;2650.
W;42;UW;250.;400.;1250.;2500.
W;42;UW;225.;405.;1080.;2500.
W;42;ER;233.;466.;1860.;2260.
W;42;ER;225.;540.;1780.;2220.
W;43;IY;240.;290.;3000.;3840.
W;43;IY;250.;325.;2900.;3500.
W;43;IH;250.;500.;2370.;3120.
W;43;IH;238.;476.;2380.;3090.
W;43;EH;238.;760.;2380.;3205.
W;43;EH;233.;746.;2290.;3030.
W;43;AE;206.;1008.;1990.;2870.
W;43;AE;200.;1040.;2000.;2800.
W;43;AH;220.;830.;1540.;2860.
W;43;AH;237.;900.;1510.;2840.
W;43;AA;206.;970.;1343.;3018.
W;43;AA;236.;592.;1230.;2600.
W;43;AO;233.;650.;900.;2920.
W;43;AO;229.;687.;1060.;2780.
W;43;UH;233.;512.;1211.;2630.
W;43;UH;233.;467.;1167.;2595.
W;43;UW;250.;450.;875.;2750.
W;43;UW;233.;420.;935.;2710.
W;43;ER;230.;622.;1750.;2070.
W;43;ER;225.;652.;1710.;2043.
W;44;IY;255.;275.;2800.;3310.
W;44;IY;245.;245.;2800.;3300.
W;44;IH;267.;534.;2500.;3250.
W;44;IH;264.;528.;2640.;3370.
W;44;EH;238.;700.;2380.;3250.
W;44;EH;250.;750.;2480.;3000.
W;44;AE;237.;1020.;1900.;2960.
W;44;AE;233.;1005.;2050.;2870.
W;44;AH;263.;750.;1500.;2850.
W;44;AH;250.;850.;1400.;2750.
W;44;AA;258.;978.;1290.;2840.
W;44;AA;246.;935.;1230.;2730.
W;44;AO;250.;500.;750.;2750.
W;44;AO;243.;632.;850.;2850.
W;44;UH;250.;350.;1170.;2750.
W;44;UH;266.;450.;1000.;2800.
W;44;UW;256.;358.;640.;2560.
W;44;UW;250.;300.;750.;2500.
W;44;ER;260.;520.;1560.;1820.
W;44;ER;250.;500.;1500.;1750.
W;45;IY;236.;236.;2790.;3760.
W;45;IY;242.;242.;2770.;3800.
W;45;IH;222.;444.;2555.;3110.
W;45;IH;242.;420.;2700.;3120.
W;45;EH;226.;634.;2325.;2940.
W;45;EH;225.;608.;2475.;3100.
W;45;AE;210.;1010.;2060.;2900.
W;45;AE;200.;980.;2160.;2920.
W;45;AH;217.;818.;1450.;2500.
W;45;AH;200.;750.;1280.;2650.
W;45;AA;220.;820.;1200.;2640.
W;45;AA;210.;900.;1120.;2900.
W;45;AO;220.;440.;749.;2640.
W;45;AO;210.;567.;752.;2600.
W;45;UH;204.;460.;1045.;2504.
W;45;UH;240.;480.;1105.;2400.
W;45;UW;250.;420.;1000.;2500.
W;45;UW;275.;350.;1100.;2400.
W;45;ER;217.;487.;1500.;1780.
W;45;ER;206.;467.;1420.;1640.
W;46;IY;225.;360.;2920.;3400.
W;46;IY;233.;340.;2840.;3300.
W;46;IH;257.;514.;2570.;3070.
W;46;IH;238.;500.;2680.;3260.
W;46;EH;238.;650.;2495.;3090.
W;46;EH;216.;650.;2380.;3030.
W;46;AE;225.;1020.;2030.;2700.
W;46;AE;225.;1000.;2200.;2770.
W;46;AH;225.;788.;1462.;2920.
W;46;AH;217.;736.;1500.;2900.
W;46;AA;214.;987.;1330.;2830.
W;46;AA;214.;1009.;1415.;3080.
W;46;AO;226.;672.;1084.;2495.
W;46;AO;209.;627.;1045.;2504.
W;46;UH;250.;500.;1200.;2450.
W;46;UH;230.;460.;1150.;2880.
W;46;UW;267.;420.;990.;2860.
W;46;UW;190.;380.;893.;2920.
W;46;ER;246.;610.;1630.;2020.
W;46;ER;225.;585.;1700.;1850.
W;47;IY;285.;285.;2900.;3500.
W;47;IY;286.;310.;2900.;3400.
W;47;IH;297.;480.;2670.;3260.
W;47;IH;220.;440.;2620.;3380.
W;47;EH;173.;550.;2370.;3140.
W;47;EH;260.;520.;2340.;3040.
W;47;AE;167.;790.;2180.;3020.
W;47;AE;280.;840.;2160.;3020.
W;47;AH;280.;840.;1400.;2750.
W;47;AH;270.;760.;1330.;2950.
W;47;AA;252.;900.;1290.;2750.
W;47;AA;260.;900.;1240.;3110.
W;47;AO;175.;700.;1050.;2750.
W;47;AO;190.;720.;1080.;3030.
W;47;UH;286.;540.;1200.;2860.
W;47;UH;205.;570.;1200.;2970.
W;47;UW;328.;400.;980.;2630.
W;47;UW;290.;440.;990.;2900.
W;47;ER;286.;570.;2000.;2480.
W;47;ER;260.;510.;1850.;2350.
W;48;IY;170.;340.;2750.;3120.
W;48;IY;238.;360.;2760.;3120.
W;48;IH;167.;480.;2390.;2950.
W;48;IH;194.;520.;2450.;3000.
W;48;EH;220.;620.;2520.;2920.
W;48;EH;222.;620.;2440.;2880.
W;48;AE;222.;1110.;2160.;2700.
W;48;AE;214.;1070.;1960.;2750.
W;48;AH;217.;820.;1240.;2600.
W;48;AH;216.;860.;1300.;2670.
W;48;AA;150.;840.;1110.;2930.
W;48;AA;170.;850.;1120.;2850.
W;48;AO;200.;500.;700.;2930.
W;48;AO;212.;380.;720.;2700.
W;48;UH;235.;400.;940.;2820.
W;48;UH;214.;380.;860.;2680.
W;48;UW;196.;330.;760.;2870.
W;48;UW;188.;350.;710.;2760.
W;48;ER;182.;550.;1780.;2080.
W;48;ER;201.;600.;1750.;2000.
W;49;IY;200.;320.;2360.;2980.
W;49;IY;203.;304.;2380.;3050.
W;49;IH;211.;444.;2220.;2740.
W;49;IH;210.;420.;2090.;2780.
W;49;EH;200.;500.;2350.;2830.
W;49;EH;200.;600.;2200.;2700.
W;49;AE;192.;845.;1700.;2300.
W;49;AE;187.;860.;1724.;2530.
W;49;AH;200.;720.;1440.;2380.
W;49;AH;191.;707.;1470.;2440.
W;49;AA;200.;700.;1080.;2420.
W;49;AA;192.;767.;1150.;2590.
W;49;AO;200.;600.;860.;2410.
W;49;AO;200.;600.;900.;2400.
W;49;UH;210.;546.;1090.;2400.
W;49;UH;210.;462.;1240.;2310.
W;49;UW;257.;360.;930.;2260.
W;49;UW;220.;440.;1100.;2300.
W;49;ER;200.;540.;1400.;1800.
W;49;ER;204.;460.;1350.;1560.
W;50;IY;203.;406.;2600.;2945.
W;50;IY;200.;400.;2600.;3100.
W;50;IH;200.;460.;2300.;2800.
W;50;IH;210.;420.;2305.;2835.
W;50;EH;190.;570.;2100.;2720.
W;50;EH;207.;538.;2175.;2880.
W;50;AE;189.;850.;1853.;2685.
W;50;AE;193.;830.;1800.;2620.
W;50;AH;200.;720.;1500.;2560.
W;50;AH;200.;800.;1400.;2420.
W;50;AA;194.;915.;1280.;2530.
W;50;AA;206.;723.;1196.;2600.
W;50;AO;192.;575.;1073.;2490.
W;50;AO;200.;600.;1100.;2600.
W;50;UH;202.;520.;1210.;2420.
W;50;UH;212.;468.;1275.;2550.
W;50;UW;207.;370.;1000.;2470.
W;50;UW;205.;330.;970.;2460.
W;50;ER;200.;560.;1600.;1900.
W;50;ER;206.;514.;1540.;1955.
W;51;IY;240.;380.;2880.;3360.
W;51;IY;250.;380.;2820.;3300.
W;51;IH;233.;514.;2600.;2930.
W;51;IH;237.;473.;2660.;2970.
W;51;EH;223.;567.;2460.;3122.
W;51;EH;224.;521.;2460.;2920.
W;51;AE;218.;808.;2070.;2880.
W;51;AE;203.;678.;2420.;3080.
W;51;AH;200.;800.;1340.;2700.
W;51;AH;214.;772.;1280.;2660.
W;51;AA;183.;843.;1190.;2860.
W;51;AA;205.;740.;1160.;2780.
W;51;AO;222.;623.;1022.;2700.
W;51;AO;220.;594.;990.;2640.
W;51;UH;240.;480.;960.;2820.
W;51;UH;242.;484.;900.;2640.
W;51;UW;233.;370.;933.;2520.
W;51;UW;250.;325.;750.;2500.
W;51;ER;225.;450.;1680.;2050.
W;51;ER;233.;466.;1630.;1865.
W;52;IY;200.;320.;2750.;3100.
W;52;IY;178.;356.;2755.;3200.
W;52;IH;194.;388.;2622.;3050.
W;52;IH;194.;426.;2460.;3040.
W;52;EH;187.;592.;2242.;2765.
W;52;EH;191.;535.;2290.;2870.
W;52;AE;188.;750.;2060.;2770.
W;52;AE;162.;650.;2110.;2618.
W;52;AH;187.;618.;1518.;2700.
W;52;AH;183.;624.;1430.;2660.
W;52;AA;163.;766.;1180.;2340.
W;52;AA;167.;750.;1065.;2640.
W;52;AO;170.;595.;918.;2600.
W;52;AO;176.;630.;985.;2630.
W;52;UH;200.;420.;1200.;2600.
W;52;UH;200.;460.;1260.;2640.
W;52;UW;187.;375.;1124.;2685.
W;52;UW;188.;375.;1143.;2700.
W;52;ER;180.;504.;1565.;1835.
W;52;ER;183.;513.;1578.;1830.
W;53;IY;280.;357.;2800.;3360.
W;53;IY;275.;340.;2860.;3350.
W;53;IH;290.;480.;2600.;3060.
W;53;IH;292.;465.;2598.;3060.
W;53;EH;250.;700.;2350.;2980.
W;53;EH;240.;737.;2325.;3100.
W;53;AE;200.;960.;2100.;3000.
W;53;AE;217.;1030.;2200.;3260.
W;53;AH;275.;920.;1512.;2950.
W;53;AH;260.;910.;1688.;3050.
W;53;AA;275.;990.;1237.;2360.
W;53;AA;267.;987.;1172.;3180.
W;53;AO;267.;587.;1068.;3270.
W;53;AO;293.;560.;990.;3150.
W;53;UH;275.;520.;1350.;3190.
W;53;UH;280.;510.;1415.;3130.
W;53;UW;300.;420.;1045.;3060.
W;53;UW;300.;390.;960.;3030.
W;53;ER;230.;460.;1860.;2250.
W;53;ER;214.;504.;1820.;2290.
W;54;IY;200.;240.;2760.;3700.
W;54;IY;220.;220.;2850.;3800.
W;54;IH;228.;319.;2500.;3020.
W;54;IH;216.;324.;2500.;3010.
W;54;EH;220.;616.;2380.;2900.
W;54;EH;212.;615.;2300.;2800.
W;54;AE;212.;710.;2120.;2600.
W;54;AE;210.;690.;2250.;2680.
W;54;AH;221.;800.;1520.;2380.
W;54;AH;210.;780.;1470.;2400.
W;54;AA;199.;995.;1392.;2290.
W;54;AA;200.;1000.;1400.;2440.
W;54;AO;205.;656.;944.;2250.
W;54;AO;200.;720.;960.;2380.
W;54;UH;223.;335.;1049.;2470.
W;54;UH;210.;420.;1009.;2300.
W;54;UW;219.;329.;877.;2550.
W;54;UW;230.;340.;900.;2530.
W;54;ER;206.;400.;1380.;1560.
W;54;ER;201.;400.;1240.;1480.
W;55;IY;220.;286.;2800.;3550.
W;55;IY;241.;289.;2800.;3400.
W;55;IH;225.;383.;2420.;3080.
W;55;IH;240.;384.;2400.;3050.
W;55;EH;209.;418.;2430.;3110.
W;55;EH;230.;460.;2300.;3050.
W;55;AE;187.;861.;2100.;2800.
W;55;AE;224.;896.;2040.;3000.
W;55;AH;218.;654.;1160.;2800.
W;55;AH;230.;690.;1195.;2770.
W;55;AA;208.;860.;1103.;2700.
W;55;AA;212.;806.;1060.;2850.
W;55;AO;202.;606.;910.;2900.
W;55;AO;201.;583.;860.;2840.
W;55;UH;225.;340.;900.;2650.
W;55;UH;235.;470.;1100.;2560.
W;55;UW;205.;308.;1025.;2650.
W;55;UW;235.;329.;1151.;2560.
W;55;ER;213.;533.;1425.;1830.
W;55;ER;214.;535.;1412.;1800.
W;56;IY;236.;307.;2670.;3150.
W;56;IY;245.;340.;2700.;3250.
W;56;IH;231.;417.;2300.;3000.
W;56;IH;239.;410.;2200.;2910.
W;56;EH;222.;644.;2250.;3000.
W;56;EH;224.;670.;2300.;2880.
W;56;AE;224.;784.;1800.;2750.
W;56;AE;234.;820.;1750.;2890.
W;56;AH;225.;765.;1300.;2700.
W;56;AH;221.;730.;1390.;2790.
W;56;AA;225.;834.;1282.;2800.
W;56;AA;212.;850.;1270.;2760.
W;56;AO;229.;688.;1029.;2750.
W;56;AO;222.;670.;1040.;2640.
W;56;UH;251.;427.;1506.;2640.
W;56;UH;240.;460.;1370.;2610.
W;56;UW;236.;378.;1416.;2580.
W;56;UW;239.;380.;1430.;2610.
W;56;ER;230.;460.;1200.;1909.
W;56;ER;225.;410.;1580.;1800.
W;57;IY;256.;384.;2860.;3210.
W;57;IY;250.;375.;3000.;3400.
W;57;IH;230.;460.;2665.;3140.
W;57;IH;233.;467.;2680.;3150.
W;57;EH;229.;640.;2400.;2860.
W;57;EH;233.;630.;2530.;3030.
W;57;AE;233.;700.;2560.;3150.
W;57;AE;225.;675.;2510.;3145.
W;57;AH;240.;768.;1440.;2855.
W;57;AH;234.;794.;1447.;2920.
W;57;AA;227.;978.;1362.;2724.
W;57;AA;233.;933.;1350.;2610.
W;57;AO;240.;700.;1080.;2810.
W;57;AO;240.;720.;1090.;2840.
W;57;UH;243.;500.;1215.;2870.
W;57;UH;239.;500.;1240.;2860.
W;57;UW;263.;470.;1000.;2820.
W;57;UW;272.;378.;950.;2990.
W;57;ER;243.;480.;1410.;1700.
W;57;ER;243.;493.;1580.;1775.
W;58;IY;268.;320.;2900.;3200.
W;58;IY;263.;290.;2750.;3050.
W;58;IH;258.;460.;2380.;2940.
W;58;IH;251.;480.;2260.;2980.
W;58;EH;246.;640.;2220.;2900.
W;58;EH;250.;670.;2250.;2960.
W;58;AE;243.;950.;1970.;2890.
W;58;AE;244.;980.;1950.;2920.
W;58;AH;251.;750.;1280.;2760.
W;58;AH;258.;770.;1340.;2800.
W;58;AA;250.;950.;1130.;3160.
W;58;AA;256.;850.;1150.;2940.
W;58;AO;242.;530.;870.;2680.
W;58;AO;250.;600.;900.;2770.
W;58;UH;250.;600.;1225.;2500.
W;58;UH;264.;630.;1320.;2560.
W;58;UW;258.;440.;1290.;2530.
W;58;UW;269.;460.;1080.;2640.
W;58;ER;250.;600.;1500.;2000.
W;58;ER;254.;610.;1520.;1950.
W;59;IY;234.;280.;2690.;3040.
W;59;IY;261.;280.;2740.;2980.
W;59;IH;260.;470.;2500.;3400.
W;59;IH;262.;440.;2480.;3240.
W;59;EH;242.;730.;2300.;3100.
W;59;EH;260.;750.;2340.;3120.
W;59;AE;233.;860.;2070.;2880.
W;59;AE;240.;890.;1920.;2710.
W;59;AH;257.;770.;1540.;2840.
W;59;AH;257.;800.;1410.;2860.
W;59;AA;240.;790.;1250.;3080.
W;59;AA;241.;820.;1210.;2960.
W;59;AO;234.;408.;695.;3040.
W;59;AO;246.;420.;590.;3100.
W;59;UH;251.;500.;1230.;2520.
W;59;UH;256.;480.;1230.;2750.
W;59;UW;263.;419.;1050.;2850.
W;59;UW;278.;390.;1060.;2800.
W;59;ER;220.;420.;1720.;1900.
W;59;ER;255.;510.;1680.;1890.
W;60;IY;208.;270.;2820.;3450.
W;60;IY;225.;250.;2880.;3350.
W;60;IH;220.;370.;2530.;3060.
W;60;IH;250.;400.;2600.;3120.
W;60;EH;214.;640.;2360.;3020.
W;60;EH;219.;650.;2430.;3040.
W;60;AE;205.;900.;2090.;3000.
W;60;AE;200.;860.;2160.;2870.
W;60;AH;214.;750.;1540.;2800.
W;60;AH;214.;770.;1530.;2780.
W;60;AA;195.;920.;1350.;2550.
W;60;AA;210.;920.;1470.;2690.
W;60;AO;194.;720.;1110.;2420.
W;60;AO;200.;700.;1100.;2780.
W;60;UH;222.;470.;1200.;2900.
W;60;UH;237.;470.;1190.;2800.
W;60;UW;240.;380.;980.;3100.
W;60;UW;188.;340.;920.;3050.
W;60;ER;222.;530.;1670.;2050.
W;60;ER;200.;500.;1720.;1900.
W;61;IY;258.;310.;2740.;3200.
W;61;IY;262.;262.;2680.;3170.
W;61;IH;262.;450.;2310.;3020.
W;61;IH;263.;472.;2270.;2950.
W;61;EH;245.;640.;1980.;2920.
W;61;EH;235.;700.;2110.;2940.
W;61;AE;194.;810.;1860.;2620.
W;61;AE;234.;890.;1800.;2700.
W;61;AH;230.;710.;1340.;2780.
W;61;AH;245.;740.;1470.;2940.
W;61;AA;225.;830.;1020.;2650.
W;61;AA;219.;830.;1095.;2610.
W;61;AO;240.;600.;850.;2760.
W;61;AO;253.;455.;810.;2750.
W;61;UH;282.;400.;1070.;2530.
W;61;UH;250.;450.;1050.;2450.
W;61;UW;260.;290.;670.;2380.
W;61;UW;275.;330.;630.;2460.
W;61;ER;240.;500.;1630.;2040.
W;61;ER;243.;490.;1580.;2190.
C;62;IY;228.;460.;3300.;3950.
C;62;IY;200.;400.;3400.;3850.
C;62;IH;205.;600.;2550.;4000.
C;62;IH;205.;610.;2500.;4100.
C;62;EH;225.;600.;2750.;3600.
C;62;EH;210.;760.;2500.;3850.
C;62;AE;200.;1000.;2300.;3900.
C;62;AE;200.;800.;2500.;4050.
C;62;AH;200.;1000.;1750.;3550.
C;62;AH;223.;1110.;1690.;4040.
C;62;AA;205.;1220.;1560.;3650.
C;62;AA;200.;1300.;1800.;3450.
C;62;AO;219.;660.;1100.;3850.
C;62;AO;217.;690.;1090.;3900.
C;62;UH;206.;620.;1420.;3700.
C;62;UH;220.;620.;1410.;3520.
C;62;UW;233.;440.;900.;3900.
C;62;UW;200.;400.;650.;3800.
C;62;ER;210.;610.;2300.;2900.
C;62;ER;200.;450.;2150.;2550.
C;63;IY;290.;320.;3500.;4260.
C;63;IY;305.;350.;3400.;4100.
C;63;IH;322.;640.;3200.;3660.
C;63;IH;325.;650.;3000.;3800.
C;63;EH;270.;850.;2900.;3680.
C;63;EH;285.;700.;3120.;3750.
C;63;AE;256.;1130.;2560.;3500.
C;63;AE;285.;1140.;2000.;3560.
C;63;AH;310.;1130.;1740.;3670.
C;63;AH;300.;1000.;1800.;3450.
C;63;AA;265.;1170.;1500.;3440.
C;63;AA;283.;980.;1300.;3100.
C;63;AO;265.;530.;1060.;3450.
C;63;AO;272.;540.;1080.;3000.
C;63;UH;285.;560.;1440.;3500.
C;63;UH;294.;570.;1450.;3500.
C;63;UW;333.;350.;1280.;3650.
C;63;UW;290.;340.;1160.;2950.
C;63;ER;275.;560.;1740.;2460.
C;63;ER;302.;600.;1800.;2200.
C;64;IY;240.;380.;3140.;3700.
C;64;IY;258.;310.;3350.;3650.
C;64;IH;290.;580.;2760.;3400.
C;64;IH;250.;500.;2660.;3500.
C;64;EH;250.;780.;2450.;3400.
C;64;EH;240.;672.;2550.;3400.
C;64;AE;240.;660.;2900.;3370.
C;64;AE;215.;760.;2850.;3300.
C;64;AH;250.;880.;1500.;3200.
C;64;AH;243.;850.;1700.;3250.
C;64;AA;250.;940.;1380.;2400.
C;64;AA;276.;1200.;1500.;3160.
C;64;AO;250.;750.;1250.;3450.
C;64;AO;225.;675.;950.;3240.
C;64;UH;300.;610.;1500.;3300.
C;64;UH;275.;500.;1370.;3500.
C;64;UW;256.;300.;1280.;3150.
C;64;UW;250.;400.;1300.;3700.
C;64;ER;250.;500.;1540.;1700.
C;64;ER;242.;580.;1620.;1790.
C;65;IY;291.;410.;3200.;3800.
C;65;IY;264.;420.;3400.;3900.
C;65;IH;291.;580.;2900.;3820.
C;65;IH;280.;560.;2840.;3900.
C;65;EH;292.;810.;2640.;4200.
C;65;EH;270.;780.;2720.;4100.
C;65;AE;270.;1080.;2480.;3950.
C;65;AE;245.;1050.;2420.;4000.
C;65;AH;286.;970.;1600.;3950.
C;65;AH;250.;800.;1680.;3800.
C;65;AA;275.;1040.;1350.;3850.
C;65;AA;250.;1100.;1460.;4250.
C;65;AO;286.;770.;1150.;3950.
C;65;AO;273.;710.;1200.;3900.
C;65;UH;285.;680.;1420.;3800.
C;65;UH;278.;640.;1350.;3950.
C;65;UW;300.;420.;1110.;3640.
C;65;UW;280.;505.;1050.;3400.
C;65;ER;320.;640.;1940.;2820.
C;65;ER;265.;610.;2100.;2600.
C;66;IY;330.;460.;2800.;3550.
C;66;IY;333.;490.;2730.;3550.
C;66;IH;310.;560.;2500.;3450.
C;66;IH;310.;580.;2500.;3450.
C;66;EH;286.;800.;2300.;3750.
C;66;EH;310.;835.;2420.;3740.
C;66;AE;282.;950.;2150.;3650.
C;66;AE;310.;1000.;2150.;3700.
C;66;AH;293.;880.;1700.;3750.
C;66;AH;340.;900.;1600.;3650.
C;66;AA;299.;990.;1410.;3750.
C;66;AA;280.;1050.;1320.;3730.
C;66;AO;285.;770.;940.;3750.
C;66;AO;333.;680.;1020.;3700.
C;66;UH;322.;550.;1195.;3750.
C;66;UH;350.;550.;1340.;3500.
C;66;UW;316.;600.;1200.;3600.
C;66;UW;345.;550.;1100.;3470.
C;66;ER;310.;805.;1705.;2420.
C;66;ER;310.;710.;1700.;2400.
C;67;IY;210.;340.;3400.;4320.
C;67;IY;227.;590.;3610.;4220.
C;67;IH;235.;680.;3250.;4380.
C;67;IH;220.;440.;3000.;3790.
C;67;EH;212.;660.;2900.;3610.
C;67;EH;216.;610.;2760.;3650.
C;67;AE;214.;1240.;2700.;3640.
C;67;AE;215.;1050.;2550.;3550.
C;67;AH;216.;820.;1470.;3500.
C;67;AH;211.;970.;1410.;3200.
C;67;AA;218.;1090.;1380.;3050.
C;67;AA;212.;860.;1250.;2800.
C;67;AO;211.;800.;1220.;3700.
C;67;AO;214.;640.;1070.;3000.
C;67;UH;219.;660.;1360.;3700.
C;67;UH;214.;730.;1500.;3600.
C;67;UW;220.;620.;1100.;3250.
C;67;UW;216.;600.;1280.;3650.
C;67;ER;222.;670.;2130.;2360.
